"k__Archaea;p__Crenarchaeota" "k__Archaea;p__Euryarchaeota" "k__Archaea;p__[Parvarchaeota]" "k__Bacteria;p__" "k__Bacteria;p__AD3" "k__Bacteria;p__Acidobacteria" "k__Bacteria;p__Actinobacteria" "k__Bacteria;p__AncK6" "k__Bacteria;p__Aquificae" "k__Bacteria;p__Armatimonadetes" "k__Bacteria;p__BHI80-139" "k__Bacteria;p__BRC1" "k__Bacteria;p__Bacteroidetes" "k__Bacteria;p__Caldithrix" "k__Bacteria;p__Chlamydiae" "k__Bacteria;p__Chlorobi" "k__Bacteria;p__Chloroflexi" "k__Bacteria;p__Cyanobacteria" "k__Bacteria;p__Deferribacteres" "k__Bacteria;p__Elusimicrobia" "k__Bacteria;p__FBP" "k__Bacteria;p__FCPU426" "k__Bacteria;p__Fibrobacteres" "k__Bacteria;p__Firmicutes" "k__Bacteria;p__Fusobacteria" "k__Bacteria;p__GAL15" "k__Bacteria;p__GN02" "k__Bacteria;p__GN04" "k__Bacteria;p__GOUTA4" "k__Bacteria;p__Gemmatimonadetes" "k__Bacteria;p__LD1" "k__Bacteria;p__Lentisphaerae" "k__Bacteria;p__MVP-21" "k__Bacteria;p__NC10" "k__Bacteria;p__NKB19" "k__Bacteria;p__Nitrospirae" "k__Bacteria;p__OD1" "k__Bacteria;p__OP1" "k__Bacteria;p__OP11" "k__Bacteria;p__OP3" "k__Bacteria;p__OP8" "k__Bacteria;p__OP9" "k__Bacteria;p__PAUC34f" "k__Bacteria;p__Planctomycetes" "k__Bacteria;p__Proteobacteria" "k__Bacteria;p__SAR406" "k__Bacteria;p__SBR1093" "k__Bacteria;p__SR1" "k__Bacteria;p__Spirochaetes" "k__Bacteria;p__Synergistetes" "k__Bacteria;p__TM6" "k__Bacteria;p__TM7" "k__Bacteria;p__TPD-58" "k__Bacteria;p__Tenericutes" "k__Bacteria;p__Thermotogae" "k__Bacteria;p__Verrucomicrobia" "k__Bacteria;p__WPS-2" "k__Bacteria;p__WS1" "k__Bacteria;p__WS2" "k__Bacteria;p__WS3" "k__Bacteria;p__WS4" "k__Bacteria;p__WWE1" "k__Bacteria;p__ZB3" "k__Bacteria;p__[Caldithrix]" "k__Bacteria;p__[Thermi]"
"10317.000032619" 0 0 0 0 0 0 0.0421052631578947 0 0 0 0 0 0.526315789473684 0 0 0 0 0 0 0 0 0 0 0.368421052631579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0631578947368421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067514" 0 7.8064012490242e-05 0 0 0 0 0.00569867291178767 0 0 0 0 0 0.26135831381733 0 0 0 0 7.8064012490242e-05 0 0.00195160031225605 0 0 0 0.690671350507413 0 0 0 0 0 0 0 3.9032006245121e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0151053864168618 0 0 0 0 0.000156128024980484 0 0 0 0.0218579234972678 0 0.00300546448087432 0 0 0 0 0 0 0 0 0
"10317.000028265" 0 0.00142093895646243 0 0 0 0.000113675116516994 0.0284756166875071 0 0 0 0 0 0.0604183244287825 0 0 0 0 0 0 0 0 0 0 0.719449812436054 5.68375582584972e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.189439581675571 0 0 0 0 0 0 0 0 5.68375582584972e-05 0 0.000568375582584972 0 0 0 0 0 0 0 0 0
"10317.000015827" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067481" 0 0 0 0 0 0 0.00124018189334436 0 0 0 0 0 0.881260533596209 0 0 0 0 6.35990714535568e-05 0 0 0 0 0 0.10611505072026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0108754412185582 0 0 0 0 0 0 0 0 6.35990714535568e-05 0 6.35990714535568e-05 0 0 0 0 0 0 0 0 0.000317995357267784
"10317.000068069" 0 0 0 0 0 0 0.00962290721326866 0 0 0 0 0 0.579173838209982 0 0 0 0 0 0 0 0 0 0 0.381786887810984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293772492567673 0 0 0 0 0 0 0 0 0 0 3.91175089970271e-05 0 0 0 0 0 0 0 0 0
"10317.000067793" 0 7.79180302321957e-05 0 0 0 0 0.00350631136044881 0 0 0 0 0 0.537907121707963 0 0 0 0 0.00397381954184198 0 0 0 0 0 0.395161290322581 3.89590151160979e-05 0 0 0 0 0 0 0.0017531556802244 0 0 0 0 0 0 0 0 0 0 0 0 0.0425042854916628 0 0 0 0 0 0 0 0 0.00825931120461275 0 0.00631136044880785 0 0 0 0 0 0 0 0 0.000506467196509272
"10317.000068399" 0 0.00107991360691145 0 0 0 0 0.00655661832767664 0 0 0 0 0 0.475007713668621 0 0 0 0 0 3.85683431039803e-05 0 0 0 0 0.505823819808703 0.000347115087935822 0 0 0 0 0 0 0.000154273372415921 0 0 0 0 0 0 0 0 0 0 0 0 0.0106448626966985 0 0 0 0 0 0 0 0 0.000269978401727862 0 7.71366862079605e-05 0 0 0 0 0 0 0 0 0
"10317.000067601" 0 0 0 0 0 0 0.0104021858971286 0 0 0 0 0 0.611667705287379 0 0 0 0 0.0103542495565889 0 0 0 0 0 0.335698192799962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0310148123292268 0 0 0 0 0.000383490724318106 0 0 0 4.79363405397632e-05 0 0.000431427064857869 0 0 0 0 0 0 0 0 0
"10317.000054197" 0 0 0 0 0 0 0.00508515067745128 0 0 0 0 0 0.448551243984847 0 0 0 0 0 0 0 0 0 0 0.525272175011091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00279853929900003 0 0 0 0 3.41285280365858e-05 0 0 0 0.0182587624995734 0 0 0 0 0 0 0 0 0 0 0
"10317.000002490" 0 0 0 0 0 0 0.0181409084516946 0 0 0 0 0 0.397166361974406 0 0 0 0 0 0 0 0 0 0 0.565356489945153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0190549852341443 0 0 0 0 0 0 3.51567993249895e-05 0 0.000105470397974968 0 0.000140627197299958 0 0 0 0 0 0 0 0 0
"10317.000012154" 0 0 0 0 0 0 0.046685002895194 0 0 0 0 0 0.621453387376955 0 0 0 0 0 0 0 0 0 0 0.293572669368847 7.23798494499131e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380718008106543 0 0 0 0 0 0 0 0 0 0 0.000144759698899826 0 0 0 0 0 0 0 0 0
"10317.000009661" 0 0 0 0 0 0 0.0010442306257925 0 0 0 0 0 0.397105989408518 0 0 0 0 0.000372939509211606 0 0 0 0 0 0.578429178787201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00454986201238159 0 0 0 0 0 0 0 0 0.0184232117550533 0 7.45879018423212e-05 0 0 0 0 0 0 0 0 0
"10317.000006653" 0 0 0 0 0 0 0.00500312695434647 0 0 0 0 0 0.383989993746091 0 0 0 0 0.000625390869293308 0 0 0 0 0 0.293308317698561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.317073170731707 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067709" 0 0 0 0 0 0 0.00385646428067535 0 0 0 0 0 0.525843013685745 0 0 0 0 0 0 0 0 0 0 0.42214174857734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0454780604806471 0 0 0 0 0.000141090156610074 0 0 0 4.70300522033579e-05 0 0.00249259276677797 0 0 0 0 0 0 0 0 0
"10317.000074391" 0 0 0 0 0 0 0.0175670320961564 0 0 0 0 0 0.109100515123498 0 0 0 0 0.000528331792365606 0 0 0 0 0 0.664509311847841 0.000396248844274204 0 0 0 0 0 0 0.000132082948091401 0 0 0 0 0 0 0 0 0 0 0 0 0.0426627922335227 0 0 0 0 0 0 0 0 0.00620789856029587 0 0.158895786553956 0 0 0 0 0 0 0 0 0
"10317.000072265" 0 0.000104569695702186 0 0 0 0 0.0119209453100492 0 0 0 0 0 0.310467426539789 0 0 0 0 0.000104569695702186 0 0 0 0 0 0.106556519920527 0.000522848478510928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.325211753633797 0 0 0 0 0 0 0 0 0.0191362543134999 0 0.225975112412423 0 0 0 0 0 0 0 0 0
"10317.000015847" 0 0 0 0 0 0 0.029048178613396 0 0 0 0 0 0.532784958871916 0 0 0 0 2.35017626321974e-05 0 0 0 0 0 0.396451233842539 0.000188014101057579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0245593419506463 0 0 0 2.35017626321974e-05 0 0 0 0 0 0 0.0169212690951821 0 0 0 0 0 0 0 0 0
"10317.000002321" 0 0 0 0 0 0 0.00202250687133745 0 0 0 0 0 0.00513405590416429 0 0 0 0 0.000155577451641342 0 0 0 0 0 0.986153606803919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0025929575273557 0 0 0 0 0 0 0 0 0.00254109837680859 0 0.00140019706477208 0 0 0 0 0 0 0 0 0
"10317.000029608" 0 0 0 0 0 0 0.00387398165555745 0 0 0 0 0 0.505098843502535 0 0 0 0 0.00347518942630889 0 0 0 0 0 0.332250897282515 0 0 0 0 0 0 0 0.00381701133709337 0 0 0 0 0 0 0 0 0 0 0 0 0.016350481399191 0 0 0 0 0 0 0 0 0.0676807383353273 0 0.067452857061471 0 0 0 0 0 0 0 0 0
"10317.000046385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000003594" 0 0 0 0 0 0 0.00331012441502112 0 0 0 0 0 0.447209222691474 0 0 0 0 0 0 0 0 0 0 0.51227028877982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019175893162881 0 0 0 0 0 0 0 0 0.00194041776052962 0 0.0160940531902751 0 0 0 0 0 0 0 0 0
"10317.000013986" 0 0 0 0 0 0 0.00100712941612997 0 0 0 0 0 0.531393284036998 0 0 0 0 2.65034056876309e-05 0 0 0 0 0 0.456335639129627 5.30068113752617e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00707640931859744 0 0 0 0 0 0 0 0 0.00262383716307546 0 0.00148419071850733 0 0 0 0 0 0 0 0 0
"10317.000068149" 0 0 0 0 0 0 0.00208974923009239 0 0 0 0 0 0.641058073031237 0 0 0 0 0.00428948526176859 0 0 0 0 0 0.332820061592608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0088539375274967 0 0 0 0 0 0 0 0 0.0107237131544215 0 0.000164980202375715 0 0 0 0 0 0 0 0 0
"10317.000015447" 0 0 0 0 0 2.96463194094453e-05 0.380925558091963 0 0 0 0 0 0.010050102279802 0 0 0 0 0.00100797485992114 0 0 0 0 0 0.605437134979692 0.000148231597047227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00213453499748006 0 0 0 0 0 0 0 0 0.000266816874685008 0 0 0 0 0 0 0 0 0 0 0
"10317.000065557" 0 0.00111651123078944 0 0 0 0 0.00361224221725995 0 0 0 0 0 0.126559831866544 0 0 0 0 0.000459739918560357 0 0 0 0 0 0.415210823591225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.443123604360961 0 0 0 0 6.56771312229082e-05 0 0 0 0.00466307631682648 0 0.00518849336660975 0 0 0 0 0 0 0 0 0
"10317.000043144" 0 0 0 0 0 0 0.157303370786517 0 0 0 0 0 0.532303370786517 0 0 0 0 0 0 0 0 0 0 0.285112359550562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0168539325842697 0 0 0 0 0.00140449438202247 0 0 0 0 0 0.00702247191011236 0 0 0 0 0 0 0 0 0
"10317.000007499" 0 0 0 0 0 3.47089653257436e-05 0.0122522647599875 0 0 0 0 0 0.34143209190934 0 0 0 0 3.47089653257436e-05 0 0 0 0 0 0.64315712748603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00308909791399118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000068845" 0 0.00246305418719212 0 0 0 0.000821018062397373 0.0632183908045977 0 0 0 0 0 0.116584564860427 0 0 0 0 0.37192118226601 0 0 0 0 0 0.0796387520525451 0.00328407224958949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00574712643678161 0.345648604269294 0 0 0 0 0 0 0 0 0.00164203612479475 0 0.00821018062397373 0 0 0 0 0 0 0 0 0.000821018062397373
"10317.000067678" 0 0 0 0 0 0 0.0112530553890144 0 0 0 0 0 0.527648388138172 0 0 0 0 0.00119909606604252 0 0 0 0 0 0.449199833971312 4.61190794631739e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0106535073559932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000027690" 0 0 0 0 0 0.000169696055509465 0.00148955426502753 0 0 0 0 0 0.487065389546723 0 0 0 0 7.54204691153179e-05 0 0 0 0 0 0.2551663021344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.227996078135606 0 0 0 0 0 0 0 0 1.88551172788295e-05 0 0.0280187042763406 0 0 0 0 0 0 0 0 0
"10317.000067949" 0 0 0 0 0 0 0.00257231824540819 0 0 0 0 0 0.680581253666681 0 0 0 0 0.000180513561081276 0 0 0 0 0 0.275147795478136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0412473487070716 0 0 0 0 0 0 0 0 0.000135385170810957 0 0.000135385170810957 0 0 0 0 0 0 0 0 0
"10317.000069061" 0 0 0 0 0 0 0.000706169352250113 0 0 0 0 0 0.826474930987995 0 0 0 0 0 0 0 0 0 0 0.166591769917186 0.000641972138409193 0 0 0 0 0 0 0.000770366566091032 0 0 0 0 0 0 0 0 0 0 0 0 0.00475059382422803 0 0 0 0 0 0 0 0 0 0 6.41972138409193e-05 0 0 0 0 0 0 0 0 0
"10317.000068197" 0 0 0 0 0 0 0.00200789309700201 0 0 0 0 0 0.578134736550578 0 0 0 0 0.0163054767015163 0 0 0 0 0 0.382780585750882 0 0 0 0 0 0 0 3.46188465000346e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.00969327702000969 0 0 0 0 0 0 0 0 0.000796233469500796 0 0.0097971335595098 0 0 0 0 0 0 0 0 0.00045004500450045
"10317.000009676" 0 0 0 0 0 0 0.0132457462847297 0 0 0 0 0 0.00290760284298945 0 0 0 0 0.000215377988369589 0 0 0 0 0 0.961555029076026 0.00226146887788068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195993969416326 0 0 0 0 0 0 0 0 0.000107688994184794 0 0.000107688994184794 0 0 0 0 0 0 0 0 0
"10317.000067797" 0 0 0 0 0 0 0.00128040973111396 0 0 0 0 0 0.754105661637811 0 0 0 0 0 0 0 0 0 0 0.234147970828927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0104659578021489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000053489" 0 0.00113819223674399 0 0 0 0 0.00235488048981514 0 0 0 0 0 0.360100474900898 0 0 0 0 0.000784960163271714 0 0 0 0 0 0.599905804780405 0 0 0 0 0 0 0 3.92480081635857e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.00569096118371993 0 0 0 0 3.92480081635857e-05 0 0 0 0.0199772361552651 0 0.00996899407355077 0 0 0 0 0 0 0 0 0
"10317.000003475" 0 0 0 0 0 0 0.00964964756678024 0 0 0 0 0 0.321065362707104 0 0 0 0 0.000104039326865555 0 0.000676255624626109 0 0 0 0.658490909563816 0 0 0 0 0 0 0 0.000910344110073608 0 0 0 0 0 0 0 0 0 0 0 0 0.00730876271230525 0 0 0 0 0 0 0 0 0.00163861939813249 0 0.000156058990298333 0 0 0 0 0 0 0 0 0
"10317.000020606" 0 0 0 0 0 0 0.000191681042744873 0 0 0 0 0 0.417481311098332 0 0 0 0 0 0 0 0 0 0 0.529518880582711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05271228675484 0 0 0 0 0 0 0 0 9.58405213724363e-05 0 0 0 0 0 0 0 0 0 0 0
"10317.000006067" 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067841" 0 0 0 0 0 0 0.001843231591115 0 0 0 0 0 0.625136680308663 0 0 0 0 6.24824268174576e-05 0 0 0 0 0 0.207597863101002 0.0921615795557499 0 0 0 0 0 0 3.12412134087288e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0429566684370021 0 0 0 0 0 0 0 0 0 0 0.0296166703114749 0 0 0 0 0 0 0 0 0.000593583054765847
"10317.000022135" 0 0 0 0 0 0 0.00150602409638554 0 0 0 0 0 0.452141900937082 0 0 0 0 0.000334672021419009 0 0 0 0 0 0.442938420348059 0.035809906291834 0 0 0 0 0 0 0.00150602409638554 0 0 0 0 0 0 0 0 0 0 0 0 0.0657630522088354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067690" 0 0.00118575037376914 0 0 0 0 0.0103624271794607 0 0 0 0 0 0.472650409857195 0 0 0 0 5.15543640769191e-05 0 0 0 0 0 0.497448058978194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176831468783833 0 0 0 0 0.000154663092230757 0 0 0 5.15543640769191e-05 0 0.000412434912615353 0 0 0 0 0 0 0 0 0
"10317.000006702" 0 0 0 0 0 0 0.00242248062015504 0 0 0 0 0 0.863008720930232 0 0 0 0 0 0 0 0 0 0 0.0970203488372093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0369428294573644 0 0 0 0 0 0 0 0 0 0 0.00060562015503876 0 0 0 0 0 0 0 0 0
"10317.000023968" 0 0 0 0 0 0 0.0742014742014742 0 0 0 0 0 0.0103194103194103 0 0 0 0 0 0 0 0 0 0 0.894840294840295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0206388206388206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000068107" 0 0 0 0 0 0 0.0113639568000451 0 0 0 0 0 0.33054169134027 0 0 0 0 0 0 0 0 0 0 0.645010292417446 2.81984039703353e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0126046865747399 0 0 0 0 0 0 0 0 0.000140992019851676 0 0.000310182443673688 0 0 0 0 0 0 0 0 0
"10317.000030362" 0.00349417637271215 0.00316139767054909 0 0 0 0.00565723793677205 0.0260676650027732 0 0 0 0 0 0.360454797559623 0 0 0 0.0021630615640599 0.00155296727676095 0 0 0.00205213533000555 0 0 0.437992235163617 0 0 0 0 0 0 0 5.54631170271769e-05 0 0 0 0 0 0 0 0 0 0 0 5.54631170271769e-05 0.105657237936772 0 0 0 0 5.54631170271769e-05 0 0 0 0.0477537437603993 0 0.00382695507487521 0 0 0 0 0 0 0 0 0
"10317.000003797" 0 0 0 0 0 0 0.00367696515851307 0 0 0 0 0 0.606228420250213 0 0 0 0 0.00228689296444106 0 0 0 0 0 0.342451011165418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00520156046814044 0 0 0 0 0 0 0 0 0 0 0.0401551499932738 0 0 0 0 0 0 0 0 0
"10317.000052450" 0 0.00240641711229947 0 0 0 0 0.0310160427807487 0 0 0 0 0 0.302941176470588 0 0 0 0 0 0 0 0 0 0 0.655614973262031 0 0 0 0 0 0 0 0.0018716577540107 0 0 0 0 0 0 0 0 0 0 0 0 0.00614973262032086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000033459" 0 0 0 0 0 0 0.00507577405554347 0 0 0 0 0 0.584221593793054 0 0 0 0 0.000145022115872671 0 0 0 0 0 0.396490464795881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00565586251903415 0 0 0 0 0 0 0 0 0.00340801972300776 0 0.00500326299760714 0 0 0 0 0 0 0 0 0
"10317.000009180" 0 0 0 0 0 0 0.00665054413542926 0 0 0 0 0 0.354897218863361 0 0 0 0 0.00030229746070133 0 0 0 0 0 0.521463119709794 0 0 0 0 0 0 0 0.00166263603385732 0 0 0 0 0 0 0 0 0 0 0 0 0.0784461910519951 0 0 0 0 0.00030229746070133 0 0 0 0.0349153567110036 0 0.00136033857315599 0 0 0 0 0 0 0 0 0
"10317.000066454" 0 0 0 0 0 0 0.000773053561568194 0 0 0 0 0 0.58023191606847 0 0 0 0 0 0 0 0 0 0 0.110877967973495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.306791827719492 0 0 0 0 0 0 0 0 0.00110436223081171 0 0.000110436223081171 0 0 0 0 0 0 0 0 0.000110436223081171
"10317.000065326" 0 0 0 0 0 0 0.0120481927710843 0 0 0 0 0 0.0542168674698795 0 0 0 0 0 0 0 0 0 0 0.728915662650602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.204819277108434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000068810" 0 0 0 0 0 0 0.100655679603048 0 0 0 0 0 0.495126705653022 0 0 0 0 5.9070234508831e-05 0 0 0 0 0 0.395770571209169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00826983283123634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000118140469017662
"10317.000050177" 0 0.00105919736377545 0 0 0 0 0.00741438154642815 0 0 0 0 0 0.288219371542898 0 0 0 0 0 0 0 0 0 0 0.653760150641404 0 0 0 0 0 0 0 0.00011768859597505 0 0 0 0 0 0 0 0 0 0 0 0 0.0480169471578204 0 0 0 0 0 0 0 0 0.0014122631517006 0 0 0 0 0 0 0 0 0 0 0
"10317.000036398" 0 0.000947255113024758 0 0 0 0 0.0123143164693218 0 0 0 0 0 0.527276641550054 0 0 0 0 4.30570505920344e-05 0 0 0 0 0 0.396555435952638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00727664155005382 0 0 0 0 0 0 0 0 0 0 0.0555866523143165 0 0 0 0 0 0 0 0 0
"10317.000023681" 0 0.0262359827914521 0 0 0 0 0.0365329007687425 0 0 0 0 0 0.32385922843642 0 0 0 0 0.000141053670921786 0 0 0 0 0 0.33330982438818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000846322025530714 0 0 0 0 0 0 0 0 0.276606248677622 0 0.00246843924113125 0 0 0 0 0 0 0 0 0
"10317.000074541" 0 0 0 0 0 1.49472362560163e-05 0.000896834175360976 0 0 0 0 0 0.137155839885205 0 0 0 0 4.48417087680488e-05 0 0 0 0 0 0.122791545843173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.728946817733401 0 0 0 0 0 0 0 0 0.00130040955427341 0 0.00884876386356163 0 0 0 0 0 0 0 0 0
"10317.000002152" 0 0.000891000891000891 0 0 0 0.013959013959014 0.207751707751708 0 0 0 0 0 0.0399465399465399 0 0 0 0 0.0997920997920998 0 0 0 0 0 0.172260172260172 0.00400950400950401 0 0.00163350163350163 0 0 0.00118800118800119 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000891000891000891 0.456043956043956 0 0 0 0 0 0 0 0 0 0 0.00163350163350163 0 0 0 0 0 0 0 0 0
"10317.000002481" 0 0 0 0 0 0 0.0239840106595603 0 0 0 0 0 0.0159893404397069 0 0 0 0 0 0 0 0 0 0 0.825449700199867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134576948700866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067980" 0 0 0 0 0 0 0.00282476024411508 0 0 0 0 0 0.604149956408021 0 0 0 0 0.00045335658238884 0 0 0 0 0 0.383190932868351 3.487358326068e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00760244115082825 0 0 0 0 3.487358326068e-05 0 3.487358326068e-05 0 0 0 0.00167393199651264 0 0 0 0 0 0 0 0 0
"10317.000016236" 0 0 0 0 0 0 0.00260019725634358 0 0 0 0 0 0.403747870528109 0 0 0 0 0.00295884515377029 0 0 0 0 0 0.543172240652738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0316506769479064 0 0 0 8.96619743566753e-05 0 0 0 0 0.0139872679996414 0 0.00179323948713351 0 0 0 0 0 0 0 0 0
"10317.000067646" 0 0 0 0 0 0 0.00511385987149788 0 0 0 0 0 0.577735040867171 0 0 0 0 4.37082040298964e-05 0 0 0 0 0 0.391800340923991 0.00157349534507627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0138992088815071 0 0 0 0 0 0 0 0 4.37082040298964e-05 0 0.0097906377026968 0 0 0 0 0 0 0 0 0
"10317.000068129" 0 0 0 0 0 0 0.00393700787401575 0 0 0 0 0 0.456565913131827 0 0 0 0 4.23334180001693e-05 0 0 0 0 0 0.521378376090089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0178223689780713 0 0 0 0 0 0 0 0 8.46668360003387e-05 0 0.000169333672000677 0 0 0 0 0 0 0 0 0
"10317.000031894" 0 0 0 0 0 0 0.00262547238613008 0 0 0 0 0 0.489624080090167 0 0 0 0 5.30398461844461e-05 0 0 0 0 0 0.505071935291386 1.32599615461115e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00247961280912286 0 0 0 0 0 0 0 0 3.97798846383346e-05 0 9.28197308227806e-05 0 0 0 0 0 0 0 0 0
"10317.000068085" 0 0 0 0 0 0 0.0356806743320103 0 0 0 0 0 0.423462498465568 0 0 0 0 4.09182045091861e-05 0 0 0 0 0 0.521666189287614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0168992184622939 0 0 0 0 0 0 0 0 0 0 0.00225050124800524 0 0 0 0 0 0 0 0 0
"10317.000033529" 0 0 0 0 0 0 0.0152542372881356 0 0 0 0 0 0.733615819209039 0 0 0 0 0 0 0 0 0 0 0.213841807909604 0.000282485875706215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0228813559322034 0 0 0 0 0 0 0 0 0.00593220338983051 0 0.00819209039548023 0 0 0 0 0 0 0 0 0
"10317.000004972" 0 0 0 0 0 0 0.00474129701521034 0 0 0 0 0 0.34404633106345 0 0 0 0 0 0 0 0 0 0 0.61229555145421 0 0 0 0 0 0 0 0.00120918984280532 0 0 0 0 0 0 0 0 0 0 0 0 0.00649144020874435 0 0 0 0 0 0 0 0 3.18207853369821e-05 0 0.0311843696302425 0 0 0 0 0 0 0 0 0
